Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
Dalton Cooper,OL,12,3/15/2001,79,315,Oklahoma State; Texas State-San Marcos,0
Darian Kinnard,OL,12,12/29/1999,77,322,Kentucky,3
Donovan Jennings,OL,12,11/24/1999,76,323,University of South Florida,1
Elgton Jenkins,OL,12,12/26/1995,77,311,Mississippi State,7
J.J. Lippe,OL,12,,,,,
Jacob Monk,OL,12,6/4/2001,75,308,Duke,2
John Williams,OL,12,1/17/2002,76,322,Cincinnati,0
Jordan Morgan,OL,12,8/4/2001,77,311,Arizona,2
Lecitus Smith,OL,12,7/13/1998,75,314,Virginia Tech,3
Rasheed Walker,OL,12,2/13/2000,78,325,Penn State,4
Sean Rhyan,OL,12,9/15/2000,77,320,UCLA,4
Travis Glover,OL,12,8/17/2000,78,317,Georgia State,2
Zach Tom,OL,12,3/26/1999,76,304,Wake Forest,4
Daniel Whelan,P,12,2/10/1999,77,216,UC Davis,3
Clayton Tune,QB,12,3/23/1999,75,220,Houston,3
Jordan Love,QB,12,11/2/1998,76,219,Utah State,6
Malik Willis,QB,12,5/25/1999,73,225,Liberty; Auburn,4
Taylor Elgersma,QB,12,,,,,
Chris Brooks,RB,12,1/11/2000,73,219,BYU; California,3
Emanuel Wilson,RB,12,5/8/1999,71,226,Fort Valley State College,3
Josh Jacobs,RB,12,2/11/1998,70,223,Alabama,7
MarShawn Lloyd,RB,12,1/5/2001,69,220,USC; South Carolina,2
Tyrion Davis-Price,RB,12,10/23/2000,73,219,LSU,3
John FitzPatrick,TE,12,3/9/2000,79,262,Georgia,4
Johnny Lumpkin,TE,12,9/3/1997,78,268,Louisiana-Lafayette; Hutchinson CC,1
Josh Whyle,TE,12,9/8/1999,79,248,Cincinnati,3
Luke Musgrave,TE,12,9/2/2000,78,253,Oregon State,3
Tucker Kraft,TE,12,11/3/2000,77,259,South Dakota State,3
Christian Watson,WR,12,5/12/1999,76,208,North Dakota State,4
Dontayvion Wicks,WR,12,6/16/2001,73,206,Virginia,3
Isaiah Neyor,WR,12,6/7/2001,76,218,Nebraska; Texas; Wyoming,0
Jayden Reed,WR,12,4/28/2000,71,187,Michigan State; Western Michigan,3
Julian Hicks,WR,12,9/29/1999,74,201,Albany; Akron; Central Michigan,1
Kawaan Baker,WR,12,8/24/1998,73,215,South Alabama,1
Matthew Golden,WR,12,8/1/2003,71,191,Texas; Houston,0
Mike Woods,WR,12,3/19/2000,73,204,Oklahoma; Arkansas,3
Romeo Doubs,WR,12,4/13/2000,74,204,Nevada,4
Savion Williams,WR,12,11/22/2001,76,222,TCU,0
Will Sheppard,WR,12,2/11/2002,75,196,Colorado; Vanderbilt,0
McCallan Castles,TE,12,12/3/1999,77,252,Tennessee; UC Davis; California,1
Kadeem Telfort,OL,12,11/10/1998,79,322,UAB,2
Ben Sims,TE,12,5/16/2000,77,250,Baylor,3
Tyron Herring,DB,12,4/14/2001,74,195,Delaware; Dartmouth,0
Jordon Riley,DL,12,5/19/1998,77,315,Oregon; Nebraska; Garden City CC; North Carolina,3
Anthony Campbell,DL,12,9/9/2000,79,300,Miami; Louisiana-Monroe; Independence Comm. College,0
Quinton Bohanna,DL,12,3/16/1999,76,355,Kentucky,4
Damien Martinez,RB,12,1/31/2004,72,237,Miami; Oregon State,0
Micah Robinson,DB,12,2/5/2002,71,183,Tulane,0
Brant Banks,OL,12,5/1/2000,79,306,Rice,0
Drake Dabney,TE,12,5/14/2002,77,246,TCU; Baylor,0
Alijah Huzzie,DB,13,1/16/2001,70,195,North Carolina; East Tennessee State,0
Calen Bullock,DB,13,4/30/2003,75,190,USC,2
Damon Arnette,DB,13,9/2/1996,72,195,Ohio State,3
Derek Stingley Jr.,DB,13,6/20/2001,73,195,LSU,4
Jalen Pitre,DB,13,6/3/1999,72,200,Baylor,4
Jaylen Reed,DB,13,1/29/2003,72,212,Penn State,0
Jaylin Smith,DB,13,11/5/2003,71,190,USC,0
Jimmie Ward,DB,13,7/18/1991,71,193,Northern Illinois,12
Kamari Lassiter,DB,13,1/23/2003,72,180,Georgia,2
M.J. Stewart,DB,13,9/16/1995,71,205,North Carolina,8
Myles Bryant,DB,13,1/2/1998,69,192,Washington,6
Ronald Darby,DB,13,1/2/1994,71,193,Florida State,10
Tremon Smith,DB,13,7/20/1996,72,190,Central Arkansas,8
Casey Toohill,DL,13,8/21/1996,77,254,Stanford,5
Danielle Hunter,DL,13,10/29/1994,77,263,LSU,11
Denico Autry,DL,13,7/15/1990,77,285,Mississippi State; East Mississippi JC,12
Derek Barnett,DL,13,6/25/1996,75,259,Tennessee,9
Dylan Horton,DL,13,8/21/2000,76,275,TCU,3
Foley Fatukasi,DL,13,3/4/1995,76,318,Connecticut,7
Haggai Ndubuisi,DL,13,10/15/2000,79,298,,1
Junior Tafuna,DL,13,2/27/2001,75,305,Utah,0
Kurt Hinish,DL,13,4/27/1999,73,296,Notre Dame,4
Kyonte Hamilton,DL,13,11/7/2002,76,304,Rutgers,0
Mario Edwards,DL,13,1/25/1994,75,280,Florida State,10
Marlon Davidson,DL,13,5/11/1998,75,303,Auburn,5
Sheldon Rankins,DL,13,4/2/1994,74,305,Louisville,10
Solomon Byrd,DL,13,12/1/1999,75,250,USC; Wyoming,1
Tim Settle,DL,13,7/11/1997,75,313,Virginia Tech,8
Tommy Togiai,DL,13,9/19/1999,74,296,Ohio State,4
Will Anderson Jr.,DL,13,9/2/2001,76,243,Alabama,3
Ka'imi Fairbairn,K,13,1/29/1994,72,183,UCLA,10
Azeez Al-Shaair,LB,13,8/4/1997,74,228,Florida Atlantic,7
Christian Harris,LB,13,1/16/2001,74,232,Alabama,4
E.J. Speed,LB,13,6/1/1995,76,227,Tarleton State,7
Henry To'oTo'o,LB,13,1/5/2001,74,228,Alabama; Tennessee,3
Jake Hansen,LB,13,6/19/1998,73,230,Illinois,4
Jamal Hill,LB,13,4/1/2001,72,226,Oregon,2
Austin Brinkman,LS,13,6/20/2002,76,241,West Virginia,0
Blake Ferguson,LS,13,4/21/1997,75,230,LSU,5
Aireontae Ersery,OL,13,2/19/2002,78,330,Minnesota,0
Blake Fisher,OL,13,3/25/2003,78,310,Notre Dame,2
Conor McDermott,OL,13,10/19/1992,80,305,UCLA,8
Ed Ingram,OL,13,2/11/1999,75,307,LSU,4
Eli Cox,OL,13,10/19/2000,76,309,Kentucky,0
Jake Andrews,OL,13,11/11/1999,75,308,Troy,3
Jarrett Patterson,OL,13,9/1/1999,76,310,Notre Dame,3
Jaylon Thomas,OL,13,3/31/2000,77,311,SMU,2
Juice Scruggs,OL,13,1/19/2000,75,310,Penn State,3
Sidy Sow,OL,13,6/10/1998,77,318,Eastern Michigan,3
Trent Brown,OL,13,4/13/1993,80,380,Florida; Georgia Military,11
Tytus Howard,OL,13,5/23/1996,77,322,Alabama State,7
Tommy Townsend,P,13,11/12/1996,73,191,Florida,6
C.J. Stroud,QB,13,10/3/2001,75,218,Ohio State,3
Davis Mills,QB,13,10/21/1998,76,225,Stanford,5
Graham Mertz,QB,13,12/6/2000,74,216,Florida; Wisconsin,0
British Brooks,RB,13,11/18/1999,71,225,North Carolina,2
Dare Ogunbowale,RB,13,5/4/1994,71,205,Wisconsin,7
Jakob Johnson,RB,13,12/15/1994,75,255,Tennessee,6
Jawhar Jordan,RB,13,8/18/1999,70,186,Louisville; Syracuse,1
Joe Mixon,RB,13,7/24/1996,73,220,Oklahoma,9
Nick Chubb,RB,13,12/27/1995,71,227,Georgia,8
Woody Marks,RB,13,12/29/2000,70,208,USC; Mississippi State,0
Brevin Jordan,TE,13,7/16/2000,75,245,Miami,5
Cade Stover,TE,13,6/12/2000,76,251,Ohio State,2
Dalton Keene,TE,13,4/14/1999,76,251,Virginia Tech,3
Dalton Schultz,TE,13,7/11/1996,77,242,Stanford,8
Harrison Bryant,TE,13,4/23/1998,77,230,Florida Atlantic,6
Irv Smith,TE,13,8/9/1998,74,240,Alabama,6
Luke Lachey,TE,13,6/29/2001,78,247,Iowa,0
Braxton Berrios,WR,13,10/6/1995,69,185,Miami,8
Christian Kirk,WR,13,11/18/1996,71,200,Texas A&M,8
Daniel Jackson,WR,13,,,,,
Jared Wayne,WR,13,10/7/2000,75,210,Pittsburgh,1
Jayden Higgins,WR,13,12/15/2002,76,215,Iowa State; Eastern Kentucky,0
Jaylin Noel,WR,13,9/4/2002,71,200,Iowa State,0
Josh Kelly,WR,13,7/1/2001,73,195,Texas Tech; Washington State; Fresno State,0
Justin Watson,WR,13,4/4/1996,74,215,Penn,8
Juwann Winfree,WR,13,9/4/1996,73,210,Colorado,4
Nico Collins,WR,13,3/19/1999,76,222,Michigan,5
Quintez Cephus,WR,13,4/1/1998,73,208,Wisconsin,4
Silas Bolden,WR,13,11/9/2001,68,160,Texas; Oregon State,0
Tank Dell,WR,13,10/29/1999,70,165,Houston; Independence Comm. College; Alabama A&M,3
Xavier Hutchinson,WR,13,6/1/2000,75,210,Iowa State,3
Zach Thomas,OL,13,5/26/1998,77,305,San Diego State,4
Ajani Carter,DB,13,8/17/2000,74,200,Houston; Utah State,0
Dameon Pierce,RB,13,2/19/2000,70,215,Florida,4
Naquan Jones,DL,13,2/5/1998,75,313,Michigan State,5
Brandon Hill,DB,13,9/6/2000,71,195,Pittsburgh,2
Leki Fotu,DL,13,8/23/1998,77,317,Utah,6
Jackson Woodard,LB,13,7/2/2002,74,230,UNLV; Arkansas,0
K.C. Ossai,LB,13,11/5/2002,74,241,Louisiana,0
K'Von Wallace,DB,13,7/25/1997,71,205,Clemson,6
Darrell Taylor,DL,13,3/24/1997,76,255,Tennessee,5
Reid Holskey,OL,13,1/3/2002,78,306,Miami (Ohio),0
Cornell Powell,WR,13,10/30/1997,72,204,Clemson,1
Kaevon Merriweather,DB,13,12/20/1999,72,212,Iowa,3
BJ Mayes,DB,14,,,,,
Ben Nikkel,DB,14,5/12/2001,73,210,Iowa State; McPherson College,1
Camryn Bynum,DB,14,7/19/1998,72,200,California,5
Charvarius Ward,DB,14,5/16/1996,73,196,Middle Tennessee State; Hinds CC,8
Chris Lammons,DB,14,1/31/1996,70,190,South Carolina,5
Daniel Scott,DB,14,10/26/1998,73,208,California,3
Duke Shelley,DB,14,10/8/1996,69,176,Kansas State,6
George Odum,DB,14,11/3/1993,73,202,Central Arkansas,8
Hunter Wohler,DB,14,1/12/2003,74,213,Wisconsin,0
Jaylon Jones,DB,14,4/3/2002,74,203,Texas A&M,3
Johnathan Edwards,DB,14,11/16/2001,73,200,Tulane,0
Justin Walley,DB,14,9/22/2002,71,190,Minnesota,0
Kenny Moore II,DB,14,8/23/1995,69,190,Valdosta State,9
Ladarius Tennison,DB,14,,,,,
Mekhi Blackmon,DB,14,3/18/1999,71,178,USC; Colorado,3
Nick Cross,DB,14,9/10/2001,72,212,Maryland,4
Rodney Thomas,DB,14,6/26/1998,73,196,Yale,4
Trey Washington,DB,14,12/9/2002,70,205,Mississippi,0
Xavien Howard,DB,14,7/4/1993,73,203,Baylor,9
Adetomiwa Adebawore,DL,14,3/4/2001,74,282,Northwestern,3
Chris Wormley,DL,14,8/25/1993,77,300,Michigan,8
DeForest Buckner,DL,14,3/17/1994,79,295,Oregon,10
Desmond Little,DL,14,,,,,
Devonta Davis,DL,14,,,,,
Durell Nchami,DL,14,2/11/2000,76,258,Maryland,1
Eric Johnson,DL,14,7/16/1998,76,320,Missouri State,4
Grover Stewart,DL,14,10/20/1993,76,315,Albany State (GA),9
JT Tuimoloau,DL,14,5/10/2003,76,264,Ohio State,0
Kwity Paye,DL,14,11/19/1998,75,265,Michigan,5
Laiatu Latu,DL,14,12/31/2000,77,265,UCLA; Washington,2
Marcus Haynes,DL,14,4/7/1998,76,240,Old Dominion,1
Neville Gallimore,DL,14,1/17/1997,74,307,Oklahoma,6
Samson Ebukam,DL,14,5/9/1995,75,245,Eastern Washington,9
Seth Coleman,DL,14,12/7/2000,77,250,Illinois,0
Tim Smith,DL,14,8/9/2002,76,306,Alabama,0
Tyquan Lewis,DL,14,1/30/1995,75,267,Ohio State,8
Viliami Fehoko Jr.,DL,14,12/16/1999,76,267,San Jose State,2
Spencer Shrader,K,14,5/19/1999,74,201,Notre Dame; University of South Florida,2
Austin Ajiake,LB,14,6/30/2000,73,223,UNLV,1
Jacob Phillips,LB,14,4/1/1999,75,229,LSU,5
Jake Chaney,LB,14,,,,,
Jaylon Carlies,LB,14,9/13/2001,75,227,Missouri,2
Joseph Vaughn,LB,14,,,,,
Segun Olubi,LB,14,11/1/1999,73,233,San Diego State,3
Solomon DeShields,LB,14,,,,,
Zaire Franklin,LB,14,7/2/1996,72,235,Syracuse,8
Luke Rhodes,LS,14,12/2/1992,74,238,William & Mary,9
Bernhard Raimann,OL,14,9/23/1997,78,303,Central Michigan,4
Blake Freeland,OL,14,5/3/2001,79,302,BYU,3
Braden Smith,OL,14,3/25/1996,78,312,Auburn,8
Dalton Tucker,OL,14,3/18/2000,78,307,Marshall,2
Danny Pinter,OL,14,6/19/1996,76,301,Ball State,6
Jack Wilson,OL,14,10/22/1999,83,310,Washington State; Idaho; Oregon State,1
Jalen Travis,OL,14,4/19/2002,80,339,Iowa State; Princeton,0
Josh Sills,OL,14,1/26/1998,78,325,Oklahoma State; West Virginia,3
Luke Tenuta,OL,14,9/1/1999,80,315,Virginia Tech,3
Marshall Foerner,OL,14,,,,,
Matt Goncalves,OL,14,1/26/2001,78,317,Pittsburgh,2
Mose Vavao,OL,14,11/5/2001,74,305,Fresno State,0
Quenton Nelson,OL,14,3/19/1996,77,330,Notre Dame,8
Tanor Bortolini,OL,14,6/17/2002,76,303,Wisconsin,2
Rigoberto Sanchez,P,14,9/8/1994,72,195,Hawaii; Butte College,9
Anthony Richardson,QB,14,5/22/2002,76,244,Florida,3
Daniel Jones,QB,14,5/27/1997,77,230,Duke,7
Jason Bean,QB,14,12/3/1999,74,196,Kansas; North Texas,0
Philip Rivers,QB,14,12/8/1981,77,228,N.C. State,18
Riley Leonard,QB,14,9/13/2002,76,213,Notre Dame; Duke,0
Ameer Abdullah,RB,14,6/13/1993,69,203,Nebraska,11
DJ Giddens,RB,14,8/26/2003,73,212,Kansas State,0
Jonathan Taylor,RB,14,1/19/1999,70,226,Wisconsin,6
Nate Noel,RB,14,,,,,
Nay'Quan Wright,RB,14,,,,,
Salvon Ahmed,RB,14,12/29/1998,71,197,Washington,5
Tyler Goodson,RB,14,11/10/2000,69,197,Iowa,3
Ulysses Bentley IV,RB,14,12/30/2000,70,200,Mississippi; SMU,0
Andrew Ogletree,TE,14,7/28/1998,77,260,Youngstown State,4
Mo Alie-Cox,TE,14,9/19/1993,77,267,Virginia Commonwealth Univ.,8
Sean McKeon,TE,14,12/28/1997,77,255,Michigan,5
Tyler Warren,TE,14,5/24/2002,78,256,Penn State,0
Will Mallory,TE,14,6/22/1999,76,239,Miami,3
Ajou Ajou,WR,14,,,,,
Alec Pierce,WR,14,5/2/2000,75,211,Cincinnati,4
Anthony Gould,WR,14,4/6/2001,68,174,Oregon State,2
Ashton Dulin,WR,14,5/15/1997,74,215,Malone,7
Blayne Taylor,WR,14,,,,,
Coleman Owen,WR,14,3/23/2001,70,181,Ohio; Northern Arizona,0
D.J. Montgomery,WR,14,11/17/1996,73,201,Austin Peay; Holmes County JC,4
Josh Downs,WR,14,8/12/2001,69,171,North Carolina,3
Landon Parker,WR,14,,,,,
Laquon Treadwell,WR,14,6/14/1995,74,215,Mississippi,9
Michael Pittman,WR,14,10/5/1997,76,223,USC,6
Tyler Kahmann,WR,14,,,,,
Seth Henigan,QB,14,3/10/2003,75,215,Memphis,0
Eli Pancol,WR,14,7/7/2000,75,205,Duke,0
Tyler Scott,WR,14,10/12/2001,70,182,Cincinnati,3
Alex Johnson,DB,14,10/11/2000,72,185,UCLA,1
Germaine Pratt,LB,14,5/21/1996,75,250,N.C. State,7
Mike Hilton,DB,14,3/9/1994,69,184,Mississippi,9
Bayron Matos,OL,14,12/8/2000,79,334,University of South Florida; New Mexico,1
Chad Muma,LB,14,8/18/1999,75,239,Wyoming,4
Blake Grupe,K,14,11/5/1998,67,156,Notre Dame; Arkansas State,3
Jimmy Morrissey,OL,14,6/9/1998,76,305,Pittsburgh,3
Maximilian Mang,TE,14,3/13/2000,78,263,Syracuse,0
Sauce Gardner,DB,14,8/31/2001,75,190,Cincinnati,4
Adonai Mitchell,WR,14,10/8/2002,74,205,Texas; Georgia,2
Khalil Herbert,RB,14,4/21/1998,69,212,Virginia Tech,5
Keydrain Calligan,DB,14,12/4/2001,73,200,Southeastern Louisiana; Jackson State University,0
Anthony Walker,LB,14,8/8/1995,73,235,Northwestern,9
Joe Bachie,LB,14,2/26/1998,74,235,Michigan State,6
Andrew Wingard,DB,15,12/5/1996,72,200,Wyoming,7
Antonio Johnson,DB,15,10/29/2001,74,198,Texas A&M,3
Aydan White,DB,15,,,,,
Caleb Ransaw,DB,15,12/22/2002,72,196,Tulane; Troy,0
Cam'Ron Silmon-Craig,DB,15,10/30/2002,70,185,Colorado; Jackson State University,0
Christian Braswell,DB,15,9/27/1999,71,185,Rutgers; Temple,2
Deantre Prince,DB,15,10/12/2000,72,185,Mississippi,0
Doneiko Slaughter,DB,15,,,,,
Eric Murray,DB,15,1/7/1994,71,199,Minnesota,10
Jabbar Muhammad,DB,15,12/28/2001,70,185,Oregon; Washington; Oklahoma State,0
Jarrian Jones,DB,15,5/8/2001,71,190,Florida State; Mississippi State,2
Jourdan Lewis,DB,15,8/31/1995,70,190,Michigan,9
Keni-H Lovely,DB,15,5/12/2000,70,182,Western Michigan,1
Montaric Brown,DB,15,8/24/1999,72,190,Arkansas,4
Rayuan Lane III,DB,15,7/21/2003,71,197,Navy,0
Arik Armstead,DL,15,11/15/1993,79,290,Oregon,11
Austin Johnson,DL,15,5/8/1994,76,314,Penn State,9
BJ Green II,DL,15,7/3/2003,73,270,Colorado; Arizona State,0
DaVon Hamilton,DL,15,2/1/1997,76,335,Ohio State,6
Danny Striggow,DL,15,7/24/2002,77,255,Minnesota,0
Dawuane Smoot,DL,15,3/2/1995,75,275,Illinois,9
Emmanuel Ogbah,DL,15,11/6/1993,76,275,Oklahoma State,10
James Carpenter,DL,15,,,,,
Josh Hines-Allen,DL,15,7/13/1997,77,255,Kentucky,7
Keivie Rose,DL,15,12/14/2000,75,314,Arkansas; Louisiana Tech,0
Maason Smith,DL,15,10/13/2002,77,306,LSU,2
Matt Dickerson,DL,15,11/9/1995,77,300,UCLA,5
Travon Walker,DL,15,12/18/2000,77,272,Georgia,4
Cam Little,K,15,8/17/2003,73,172,Arkansas,2
Branson Combs,LB,15,7/14/2000,75,228,Wake Forest,0
Dennis Gardeck,LB,15,8/9/1994,72,232,Sioux Falls; West Virginia State,8
Devin Lloyd,LB,15,9/30/1998,75,235,Utah,4
Foye Oluokun,LB,15,8/2/1995,74,229,Yale,8
Jack Kiser,LB,15,9/10/2000,74,231,Notre Dame,0
Jalen McLeod,LB,15,6/5/2002,73,236,Auburn; Appalachian State,0
Ventrell Miller,LB,15,1/15/1999,72,232,Florida,3
Yasir Abdullah,LB,15,4/12/2000,73,240,Louisville,3
Ross Matiscik,LS,15,9/13/1996,72,240,Baylor,6
Anton Harrison,OL,15,2/2/2002,77,315,Oklahoma,3
Chuma Edoga,OL,15,5/25/1997,76,315,USC,7
Cole Van Lanen,OL,15,4/23/1998,76,312,Wisconsin,5
Cooper Hodges,OL,15,7/13/2000,76,305,Appalachian State,3
Dennis Daley,OL,15,8/7/1996,78,325,South Carolina; Georgia Military,6
Ezra Cleveland,OL,15,5/8/1998,78,311,Boise State,6
Jerome Carvin,OL,15,9/20/2000,77,307,Tennessee,1
Jonah Monheim,OL,15,6/7/2002,77,310,USC,0
Patrick Mekari,OL,15,8/13/1997,76,305,California,7
Ricky Lee,OL,15,11/16/1999,77,289,North Carolina A&T,2
Robert Hainsey,OL,15,8/12/1998,76,306,Notre Dame,5
Sal Wormley,OL,15,7/23/2001,75,327,Penn State,0
Tremayne Anchrum,OL,15,6/24/1998,74,314,Clemson,5
Walker Little,OL,15,4/1/1999,79,325,Stanford,5
Wyatt Milum,OL,15,12/27/2002,78,317,West Virginia,0
Logan Cooke,P,15,7/28/1995,77,230,Mississippi State,8
Nick Mullens,QB,15,3/21/1995,73,210,Southern Mississippi,7
Trevor Lawrence,QB,15,10/6/1999,78,220,Clemson,5
Bhayshul Tuten,RB,15,2/14/2002,69,209,Virginia Tech; North Carolina A&T,0
Ja'Quinden Jackson,RB,15,9/12/2001,74,233,Arkansas; Utah; Texas,0
Kevin Harris,RB,15,11/17/2000,70,225,South Carolina,2
LeQuint Allen Jr.,RB,15,8/5/2004,72,201,Syracuse,0
Travis Etienne,RB,15,1/26/1999,70,215,Clemson,5
Brenton Strange,TE,15,12/27/2000,76,253,Penn State,3
Hunter Long,TE,15,8/19/1998,77,243,Boston College,5
John Copenhaver,TE,15,,,,,
Johnny Mundt,TE,15,11/23/1994,76,243,Oregon,8
Jordan Akins,TE,15,4/19/1992,76,245,UCF,8
Patrick Herbert,TE,15,10/18/2000,77,255,Oregon,0
Quintin Morris,TE,15,1/21/1999,74,243,Bowling Green,4
Shawn Bowman,TE,15,5/16/2000,76,249,Rutgers; Maine,0
Austin Trammell,WR,15,7/4/1998,70,185,Rice,3
Brian Thomas Jr.,WR,15,10/8/2002,74,209,LSU,2
Cam Camper,WR,15,,,,,
Chandler Brayboy,WR,15,8/20/2001,73,199,Elon,0
Darius Lassiter,WR,15,,,,,
Dorian Singer,WR,15,,,,,
Dyami Brown,WR,15,11/1/1999,72,195,North Carolina,5
Erik Ezukanma,WR,15,1/25/2000,74,210,Texas Tech,3
Joshua Cephus,WR,15,3/5/2001,74,193,Texas-San Antonio,1
Parker Washington,WR,15,3/21/2002,70,204,Penn State,3
Tim Patrick,WR,15,11/23/1993,77,210,Utah; Grossmont,8
Travis Hunter,WR,15,5/18/2003,73,185,Colorado; Jackson State University,0
Jakobi Meyers,WR,15,11/9/1996,73,193,N.C. State,7
Kahlef Hailassie,DB,15,11/9/2000,73,195,Western Kentucky; Oregon,3
John Wolford,QB,15,10/16/1995,73,218,Wake Forest,5
Tim Jones,WR,15,5/15/1998,73,200,Southern Mississippi,4
Khalen Saunders,DL,15,8/9/1996,72,324,Western Illinois,7
Trenton Irwin,WR,15,12/10/1995,74,204,Stanford,6
Tank Bigsby,RB,15,8/30/2002,71,215,Auburn,3
Juan Thornhill,DB,15,10/19/1995,72,205,Virginia,7
Kilian Zierer,OL,15,2/24/2000,79,312,Auburn,2
Carter Bradley,QB,15,3/9/2000,75,213,South Alabama; Toledo,1
Azizi Hearn,DB,16,6/5/1999,73,204,UCLA; Arizona,1
Bryan Cook,DB,16,9/7/1999,73,206,Cincinnati; Howard,4
Chamarri Conner,DB,16,7/11/2000,72,202,Virginia Tech,3
Christian Roland-Wallace,DB,16,11/23/2001,71,202,USC; Arizona,2
Deon Bush,DB,16,8/14/1993,72,200,Miami,9
Eric Scott Jr.,DB,16,8/7/1999,74,202,Southern Mississippi,2
Glendon Miller,DB,16,,,,,
Jacobe Covington,DB,16,,,,,
Jaden Hicks,DB,16,8/16/2002,73,215,Washington State,2
Jaylen Watson,DB,16,9/17/1998,74,197,Washington State; Ventura,4
Joshua Williams,DB,16,10/17/1999,75,193,Fayetteville State University,4
Kevin Knowles,DB,16,4/9/2003,71,190,Florida State,0
Kristian Fulton,DB,16,9/3/1998,71,197,LSU,5
Major Williams,DB,16,,,,,
Melvin Smith Jr.,DB,16,4/12/2002,73,185,Southern Arkansas,0
Mike Edwards,DB,16,5/18/1996,70,205,Kentucky,7
Nazeeh Johnson,DB,16,7/17/1998,70,199,Marshall,4
Nohl Williams,DB,16,9/23/2002,73,200,California,0
Trent McDuffie,DB,16,9/13/2000,71,193,Washington,4
Ashton Gillotte,DL,16,10/30/2002,75,270,Louisville,0
BJ Thompson,DL,16,3/23/1999,78,243,Stephen F. Austin State,3
Charles Omenihu,DL,16,8/20/1997,77,280,Texas,7
Chris Jones,DL,16,7/3/1994,78,310,Mississippi State,10
Derrick Nnadi,DL,16,5/9/1996,73,317,Florida State,8
Ethan Downs,DL,16,10/13/2002,76,260,Oklahoma,0
Felix Anudike-Uzomah,DL,16,1/24/2002,76,255,Kansas State,3
George Karlaftis,DL,16,4/3/2001,76,263,Purdue,4
Janarius Robinson,DL,16,5/4/1998,77,263,Florida State,5
Jerry Tillery,DL,16,10/8/1996,78,295,Notre Dame,7
Malik Herring,DL,16,11/9/1997,75,275,Georgia,5
Marlon Tuipulotu,DL,16,5/31/1999,74,307,USC,5
Michael Danna,DL,16,12/4/1997,74,257,Michigan,6
Nate Matlack,DL,16,,,,,
Omarr Norman-Lott,DL,16,3/11/2002,75,315,Tennessee; Arizona State,0
Owen Carney,DL,16,2/8/1999,75,275,Illinois,0
Zacch Pickens,DL,16,3/6/2000,76,303,South Carolina,3
Harrison Butker,K,16,7/14/1995,76,205,Georgia Tech,9
Brandon George,LB,16,11/19/2000,75,240,Pittsburgh,0
Cole Christiansen,LB,16,7/30/1997,73,230,Army,2
Cooper McDonald,LB,16,8/7/2001,75,240,TCU; San Diego State,0
Drue Tranquill,LB,16,8/15/1995,74,234,Notre Dame,7
Ethan Downs,LB,16,10/13/2002,76,260,Oklahoma,0
Jack Cochrane,LB,16,2/9/1999,75,236,South Dakota,4
Jeffrey Bassa,LB,16,9/20/2002,74,235,Oregon,0
Leo Chenal,LB,16,10/26/2000,75,250,Wisconsin,4
Nick Bolton,LB,16,3/10/2000,71,237,Missouri,5
Tyreke Smith,LB,16,2/14/2000,75,255,Ohio State,3
Xander Mueller,LB,16,,,,,
James Winchester,LS,16,8/6/1989,75,240,Oklahoma,11
C.J. Hanson,OL,16,3/3/2001,77,300,Holy Cross,2
Chukwuebuka Godrick,OL,16,10/11/2000,77,293,,1
Creed Humphrey,OL,16,6/28/1999,76,302,Oklahoma,5
Ethan Driskell,OL,16,6/29/2000,80,313,Marshall,2
Hunter Nourzad,OL,16,11/26/2000,75,317,Penn State; Cornell,2
Jawaan Taylor,OL,16,11/25/1997,77,330,Florida,7
Jaylon Moore,OL,16,1/9/1998,76,311,Western Michigan,5
Joey Lombard,OL,16,,,,,
Josh Simmons,OL,16,12/26/2002,77,310,Ohio State; San Diego State,0
Kingsley Suamataia,OL,16,1/18/2003,76,326,BYU; Oregon,2
Mike Caliendo,OL,16,10/21/1997,76,300,Western Michigan,3
Trey Smith,OL,16,6/16/1999,78,321,Tennessee,5
Wanya Morris,OL,16,10/10/2000,78,307,Oklahoma; Tennessee,3
Matt Araiza,P,16,5/16/2000,74,200,San Diego State,2
Chris Oladokun,QB,16,9/3/1997,73,213,South Dakota State,1
Gardner Minshew,QB,16,5/16/1996,73,225,Washington State,7
Patrick Mahomes,QB,16,9/17/1995,74,225,Texas Tech,9
Brashard Smith,RB,16,4/11/2003,70,196,SMU; Miami,0
Carson Steele,RB,16,10/1/2002,72,228,UCLA; Ball State,2
Clyde Edwards-Helaire,RB,16,4/11/1999,67,207,LSU,6
Isiah Pacheco,RB,16,3/2/1999,70,216,Rutgers,4
Kareem Hunt,RB,16,8/6/1995,71,216,Toledo,9
Keaontay Ingram,RB,16,10/26/1999,72,221,USC,3
Geor'Quarius Spivey,TE,16,,,,,
Jake Briningstool,TE,16,12/9/2002,78,240,Clemson,0
Jared Wiley,TE,16,11/2/2000,78,249,TCU; Texas,2
Noah Gray,TE,16,4/30/1999,75,240,Duke,5
Robert Tonyan,TE,16,4/30/1994,77,240,Indiana State,7
Travis Kelce,TE,16,10/5/1989,77,250,Cincinnati,13
Tre Watson,TE,16,10/12/2002,77,250,Texas A&M; Fresno State,0
Elijhah Badger,WR,16,,,,,
Jalen Royals,WR,16,2/18/2003,72,195,Utah State,0
