Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
Breece Hall,RB,25,5/31/2001,71,217,Iowa State,4
Isaiah Davis,RB,25,2/21/2002,73,220,South Dakota State,2
Kene Nwangwu,RB,25,2/9/1998,73,210,Iowa State,5
Lawrance Toafili,RB,25,11/30/2001,72,185,Florida State,0
Jelani Woods,TE,25,10/9/1998,79,253,Virginia,4
Jeremy Ruckert,TE,25,8/11/2000,77,250,Ohio State,4
Mason Taylor,TE,25,5/8/2004,77,251,LSU,0
Neal Johnson,TE,25,8/3/2001,76,250,Louisiana,0
Stone Smartt,TE,25,10/4/1998,76,226,Old Dominion,4
Zack Kuntz,TE,25,6/9/1999,80,251,Old Dominion; Penn State,1
Allen Lazard,WR,25,12/11/1995,77,227,Iowa State,7
Arian Smith,WR,25,10/11/2001,72,179,Georgia,0
Dymere Miller,WR,25,,,,,
Garrett Wilson,WR,25,7/22/2000,72,183,Ohio State,4
Irvin Charles,WR,25,4/13/1997,76,219,"Indiana PA,  University of; Penn State",3
Jamaal Pritchett,WR,25,6/10/2003,68,175,South Alabama; Tuskegee University,0
Josh Reynolds,WR,25,2/16/1995,75,192,Texas A&M; Tyler JC,9
Pokey Wilson,WR,25,,,,,
Quentin Skinner,WR,25,12/24/2001,75,203,Kansas,0
Tyler Johnson,WR,25,8/25/1998,73,208,Minnesota,5
Michael Carter II,DB,25,3/8/1999,70,184,Duke,5
Avery Williams,RB,25,7/15/1998,69,195,Boise State,5
Keilan Robinson,RB,25,2/16/2000,68,191,Texas; Alabama,2
John Metchie III,WR,25,7/18/2000,72,195,Alabama,3
Ja'Markis Weston,LB,25,8/10/2000,74,235,Florida,0
Jaylen Mahoney,DB,25,11/19/2000,71,200,Vanderbilt,1
Adrian Martinez,QB,25,1/7/2000,74,220,Kansas State; Nebraska,1
Jarvis Brownlee Jr.,DB,25,7/13/2001,70,194,Louisville; Florida,2
Samuel Womack,DB,25,7/7/1999,70,189,Toledo,4
Adoree' Jackson,DB,26,9/18/1995,71,185,USC,9
Ambry Thomas,DB,26,9/9/1999,72,190,Michigan,5
Andre' Sam,DB,26,2/9/1999,70,194,LSU; Marshall; McNeese State,1
Andrew Mukuba,DB,26,12/7/2002,71,186,Texas; Clemson,0
Brandon Johnson,DB,26,3/25/2003,70,185,Oregon; Duke,0
Cooper DeJean,DB,26,2/9/2003,72,198,Iowa,2
Eli Ricks,DB,26,9/26/2001,74,188,Alabama; LSU,3
Jakorian Bennett,DB,26,8/23/2000,70,200,Maryland,3
Kelee Ringo,DB,26,6/27/2002,74,207,Georgia,3
Lewis Cine,DB,26,10/5/1999,74,199,Georgia,3
Mac McWilliams,DB,26,11/29/2001,70,191,UCF; UAB,0
Marcus Epps,DB,26,1/27/1996,72,191,Wyoming,7
Parry Nickerson,DB,26,10/11/1994,70,182,Tulane,5
Quinyon Mitchell,DB,26,7/18/2001,72,193,Toledo,2
Reed Blankenship,DB,26,3/2/1999,73,203,Middle Tennessee State,4
Sydney Brown,DB,26,3/21/2000,70,211,Illinois,3
Tariq Castro-Fields,DB,26,1/14/1999,73,197,Penn State,3
Brandon Graham,DL,26,4/3/1988,74,265,Michigan,16
Byron Young,DL,26,11/10/2000,75,292,Alabama,3
Gabe Hall,DL,26,1/12/2001,78,295,Baylor,1
Jacob Sykes,DL,26,,,,,
Jalen Carter,DL,26,4/4/2001,75,314,Georgia,3
Jereme Robinson,DL,26,,,,,
Joe Evans,DL,26,,,,,
Jordan Davis,DL,26,1/12/2000,78,336,Georgia,4
Justin Rogers,DL,26,9/12/2001,75,346,Auburn,0
Moro Ojomo,DL,26,8/15/2001,75,292,Texas,3
Ogbo Okoronkwo,DL,26,4/24/1995,74,253,Oklahoma,8
Ty Robinson,DL,26,5/3/2001,77,288,Nebraska,0
Za'Darius Smith,DL,26,9/8/1992,76,270,Kentucky; East Mississippi JC,11
Jake Elliott,K,26,1/21/1995,69,167,Memphis,9
Azeez Ojulari,LB,26,6/16/2000,75,240,Georgia,5
Chance Campbell,LB,26,10/8/1999,74,232,Mississippi,4
Dallas Gant,LB,26,5/16/2000,74,224,Toledo; Ohio State,0
Jalyx Hunt,LB,26,3/13/2001,75,252,Houston Christian University; Cornell,2
Jeremiah Trotter Jr.,LB,26,12/24/2002,72,225,Clemson,2
Jihaad Campbell,LB,26,2/24/2004,75,235,Alabama,0
Joshua Uche,LB,26,9/18/1998,75,226,Michigan,6
Lance Dixon,LB,26,7/18/2001,74,233,Toledo,0
Nakobe Dean,LB,26,12/13/2000,71,231,Georgia,4
Nolan Smith,LB,26,1/18/2001,74,238,Georgia,3
Ogbo Okoronkwo,LB,26,4/24/1995,74,253,Oklahoma,8
Smael Mondon Jr.,LB,26,2/13/2003,74,225,Georgia,0
Za'Darius Smith,LB,26,9/8/1992,76,270,Kentucky; East Mississippi JC,11
Zack Baun,LB,26,12/30/1996,75,225,Wisconsin,6
Charley Hughlett,LS,26,5/16/1990,76,251,UCF,11
Brett Toth,OL,26,9/1/1996,78,304,Army,6
Cam Jurgens,OL,26,8/21/1999,75,303,Nebraska,4
Cameron Williams,OL,26,10/16/2003,78,317,Texas,0
Drew Kendall,OL,26,11/27/2001,76,308,Boston College,0
Fred Johnson,OL,26,6/5/1997,79,326,Florida,7
Hollin Pierce,OL,26,4/19/2001,80,344,Rutgers,0
Jordan Mailata,OL,26,3/31/1997,80,365,,8
Laekin Vakalahi,OL,26,1/28/2003,77,320,,0
Landon Dickerson,OL,26,9/30/1998,78,333,Alabama,5
Lane Johnson,OL,26,5/8/1990,78,325,Oklahoma; Kilgore,13
Luke Felix-Fualalo,OL,26,2/2/2000,80,310,Hawaii; Utah,0
Matt Pryor,OL,26,12/16/1994,79,332,TCU,8
Myles Hinton,OL,26,1/9/2002,78,323,Michigan; Stanford,0
Tyler Steen,OL,26,6/24/2000,78,321,Alabama; Vanderbilt,3
Willie Lampkin,OL,26,1/22/2002,71,290,North Carolina; Coastal Carolina,0
Braden Mann,P,26,11/24/1997,71,198,Texas A&M,6
Dorian Thompson-Robinson,QB,26,11/14/1999,74,203,UCLA,2
Jalen Hurts,QB,26,8/7/1998,73,223,Oklahoma; Alabama,6
Kyle McCord,QB,26,9/19/2002,75,218,Syracuse; Ohio State,0
Sam Howell,QB,26,9/16/2000,73,220,North Carolina,4
Tanner McKee,QB,26,4/27/2000,78,230,Stanford,3
AJ Dillon,RB,26,5/2/1998,72,247,Boston College,6
Ben VanSumeren,RB,26,5/5/2000,74,231,Michigan State; Michigan,3
Saquon Barkley,RB,26,2/9/1997,72,232,Penn State,8
ShunDerrick Powell,RB,26,,,,,
Will Shipley,RB,26,8/29/2002,71,210,Clemson,2
Cameron Latu,TE,26,2/24/2000,77,244,Alabama,2
Dallas Goedert,TE,26,1/3/1995,77,256,South Dakota State,8
E.J. Jenkins,TE,26,11/3/1998,78,245,Georgia Tech; South Carolina; St. Francis PA,2
Grant Calcaterra,TE,26,12/4/1998,76,240,SMU; Oklahoma,4
Kylen Granson,TE,26,3/27/1998,75,242,SMU,5
A.J. Brown,WR,26,6/30/1997,73,226,Mississippi,7
Britain Covey,WR,26,3/18/1997,68,173,Utah,4
Danny Gray,WR,26,4/1/1999,72,200,SMU,3
Darius Cooper,WR,26,11/22/2001,71,210,Tarleton State,0
DeVonta Smith,WR,26,11/14/1998,72,170,Alabama,5
Ife Adeyi,WR,26,,,,,
Jahan Dotson,WR,26,3/22/2000,71,184,Penn State,4
Johnny Wilson,WR,26,4/3/2001,78,228,Florida State; Arizona State,2
Quez Watkins,WR,26,6/9/1998,72,193,Southern Mississippi,5
Taylor Morin,WR,26,,,,,
Terrace Marshall Jr.,WR,26,6/9/2000,74,200,LSU,5
Maxen Hook,DB,26,8/19/2001,72,203,Toledo,0
Jake Majors,OL,26,1/17/2002,75,315,Texas,0
Sua Opeta,OL,26,8/15/1996,76,305,Weber State,6
Asante Samuel Jr.,DB,27,10/3/1999,70,180,Florida State,5
Brandin Echols,DB,27,10/16/1997,70,179,Kentucky,5
Cameron McCutcheon,DB,27,4/3/2000,73,204,Western Carolina; Gardner-Webb,1
Chuck Clark,DB,27,4/19/1995,72,209,Virginia Tech,9
Cory Trice Jr.,DB,27,5/30/2000,75,206,Purdue,3
D'Shawn Jamison,DB,27,6/4/1999,70,186,Texas,2
DeShon Elliott,DB,27,4/21/1997,73,210,Texas,8
Donte Kent,DB,27,9/28/2001,70,189,Central Michigan,0
Jalen Ramsey,DB,27,10/24/1994,73,211,Florida State,10
James Pierre,DB,27,9/16/1996,74,185,Florida Atlantic,6
Joey Porter Jr.,DB,27,7/26/2000,74,194,Penn State,3
Kam Alexander,DB,27,,,,,
Kyler McMichael,DB,27,3/22/2000,72,202,North Carolina,1
Mikey Victor,DB,27,,,,,
Miles Killebrew,DB,27,5/10/1993,74,222,Southern Utah State,10
Quindell Johnson,DB,27,11/5/1999,73,205,Memphis,2
Cameron Heyward,DL,27,5/6/1989,77,295,Ohio State,15
Daniel Ekuale,DL,27,1/13/1994,75,300,Washington State,7
Dean Lowry,DL,27,6/9/1994,78,296,Northwestern,10
Derrick Harmon,DL,27,8/3/2003,76,313,Oregon; Michigan State,0
Domenique Davis,DL,27,2/28/1996,74,326,UNC Pembroke,1
Esezi Otomewo,DL,27,3/9/1999,77,282,Minnesota,3
Isaiahh Loudermilk,DL,27,10/10/1997,79,293,Wisconsin,5
Jacob Slade,DL,27,2/23/2000,75,293,Michigan State,1
Keeanu Benton,DL,27,7/17/2001,76,309,Wisconsin,3
Kenny Willekes,DL,27,7/22/1997,75,264,Michigan State,3
Kyler Baugh,DL,27,11/28/2001,74,305,Minnesota; Houston Christian University,1
Logan Lee,DL,27,6/12/2000,77,286,Iowa,2
Yahya Black,DL,27,4/21/2002,77,336,Iowa,0
Chris Boswell,K,27,3/16/1991,74,185,Rice,11
Alex Highsmith,LB,27,8/7/1997,76,242,Charlotte,6
Carson Bruener,LB,27,6/6/2001,74,226,Washington,0
Cole Holcomb,LB,27,7/30/1996,73,240,North Carolina,7
DeMarvin Leal,LB,27,7/1/2000,76,290,Texas A&M,4
Ja'Whaun Bentley,LB,27,8/24/1996,74,250,Purdue,8
Jack Sawyer,LB,27,5/6/2002,76,260,Ohio State,0
Julius Welschof,LB,27,3/12/1997,78,265,Charlotte,1
Malik Harrison,LB,27,3/5/1998,75,247,Ohio State,6
Nick Herbig,LB,27,11/21/2001,74,240,Wisconsin,3
Patrick Queen,LB,27,8/13/1999,72,232,LSU,6
Payton Wilson,LB,27,4/21/2000,76,242,N.C. State,2
T.J. Watt,LB,27,10/11/1994,76,252,Wisconsin,9
Christian Kuntz,LS,27,4/13/1994,73,228,Duquesne,5
Andrus Peat,OL,27,11/4/1993,79,316,Stanford,11
Broderick Jones,OL,27,5/16/2001,77,311,Georgia,3
Calvin Anderson,OL,27,3/25/1996,77,300,Texas; Rice,7
Doug Nester,OL,27,8/7/2000,78,306,West Virginia; Virginia Tech,1
Dylan Cook,OL,27,1/11/1998,78,305,Montana; Northern Montana State University,3
Gareth Warren,OL,27,8/5/2003,78,333,Lindenwood,0
Isaac Seumalo,OL,27,10/29/1993,76,303,Oregon State,10
Jack Driscoll,OL,27,4/1/1997,77,312,Auburn; UMass Amherst,6
Julian Pearl,OL,27,10/6/1999,78,315,Illinois,0
Mason McCormick,OL,27,5/25/2000,77,315,South Dakota State,2
Max Scharping,OL,27,8/10/1996,78,327,Northern Illinois,7
Ryan McCollum,OL,27,3/4/1998,77,300,Texas A&M,3
Spencer Anderson,OL,27,6/7/2000,77,305,Maryland,3
Steven Jones,OL,27,9/6/2000,77,342,Oregon,1
Troy Fautanu,OL,27,10/11/2000,76,317,Washington,2
Zach Frazier,OL,27,8/29/2001,75,310,West Virginia,2
Corliss Waitman,P,27,7/21/1995,74,210,South Alabama,3
Aaron Rodgers,QB,27,12/2/1983,74,223,California; Butte College,21
Mason Rudolph,QB,27,7/17/1995,77,235,Oklahoma State,8
Skylar Thompson,QB,27,6/4/1997,74,219,Kansas State,4
Will Howard,QB,27,9/24/2001,76,235,Ohio State; Kansas State,0
Jaylen Warren,RB,27,11/1/1998,68,215,Oklahoma State,4
Kaleb Johnson,RB,27,8/14/2003,72,225,Iowa,0
Kenneth Gainwell,RB,27,3/14/1999,69,200,Memphis,5
Lew Nichols III,RB,27,8/16/2001,70,220,Central Michigan,1
Max Hurleman,RB,27,10/19/2001,71,200,Notre Dame; Colgate,0
Trey Sermon,RB,27,1/30/1999,72,215,Ohio State; Oklahoma,5
Connor Heyward,TE,27,1/22/1999,72,230,Michigan State,4
Darnell Washington,TE,27,8/17/2001,79,265,Georgia,3
Donald Parham,TE,27,8/16/1997,80,237,Stetson,5
JJ Galbreath,TE,27,8/5/2001,76,231,South Dakota,0
Jonnu Smith,TE,27,8/22/1995,75,248,Florida International,9
Kevin Foelsch,TE,27,4/13/2001,76,250,University of New Haven,0
Pat Freiermuth,TE,27,10/25/1998,77,258,Penn State,5
Ben Skowronek,WR,27,6/27/1997,75,224,Notre Dame; Northwestern,5
Calvin Austin III,WR,27,3/24/1999,69,162,Memphis,4
DK Metcalf,WR,27,12/14/1997,76,229,Mississippi,7
Robert Woods,WR,27,4/10/1992,72,193,USC,12
Roman Wilson,WR,27,6/19/2001,70,186,Michigan,2
Scott Miller,WR,27,7/31/1997,69,174,Bowling Green,7
John Rhys Plumlee,WR,27,1/2/2001,72,200,UCF; Mississippi,1
Marquez Valdes-Scantling,WR,27,10/10/1994,76,206,University of South Florida; N.C. State,8
Sebastian Castro,DB,27,10/14/2000,71,203,Iowa,0
Rakim Jarrett,WR,27,1/24/2001,72,192,Maryland,3
Lance McCutcheon,WR,27,2/28/1999,75,202,Montana State,2
AJ Finley,DB,29,9/14/2001,74,202,Mississippi,3
Coby Bryant,DB,29,3/29/1999,73,193,Cincinnati,4
Devon Witherspoon,DB,29,12/11/2000,72,185,Illinois,3
Josh Jobe,DB,29,4/9/1998,71,190,Alabama,4
Julian Love,DB,29,3/19/1998,71,195,Notre Dame,7
Nehemiah Pritchett,DB,29,2/11/2001,72,188,Auburn,2
Nick Emmanwori,DB,29,2/7/2004,75,220,South Carolina,0
Riq Woolen,DB,29,5/2/1999,76,210,Texas-San Antonio,4
Shaquill Griffin,DB,29,7/20/1995,72,198,UCF,9
Shemar Jean-Charles,DB,29,6/20/1998,70,184,Appalachian State,5
Ty Okada,DB,29,6/4/1999,71,193,Montana State,1
Tyler Hall,DB,29,10/31/1998,70,190,Wyoming,4
Brandon Pili,DL,29,4/2/1999,75,334,USC,3
Byron Murphy II,DL,29,9/8/2002,72,306,Texas,2
Connor O'Toole,DL,29,8/27/2002,75,248,Utah,0
DeMarcus Lawrence,DL,29,4/28/1992,75,254,Boise State; Butler County JC,12
J.R. Singleton,DL,29,2/13/2002,73,299,Iowa State,0
Jalan Gaines,DL,29,,,,,
Jarran Reed,DL,29,12/16/1992,75,315,Alabama; East Mississippi JC,10
Johnathan Hankins,DL,29,3/30/1992,75,335,Ohio State,13
Leonard Williams,DL,29,6/20/1994,77,310,USC,11
Mike Morris,DL,29,4/22/2001,78,295,Michigan,3
Rylie Mills,DL,29,8/20/2001,77,296,Notre Dame,0
Wy'Kevious Thomas,DL,29,7/5/2000,74,303,South Alabama,0
Jason Myers,K,29,5/12/1991,70,190,Marist,11
Alphonzo Tuputala,LB,29,,,,,
Boye Mafe,LB,29,11/30/1998,76,261,Minnesota,4
Chazz Surratt,LB,29,2/16/1997,74,233,North Carolina,4
Connor O'Toole,LB,29,8/27/2002,75,248,Utah,0
D'Eryk Jackson,LB,29,,,,,
DeMarcus Lawrence,LB,29,4/28/1992,75,254,Boise State; Butler County JC,12
Derick Hall,LB,29,3/19/2001,75,254,Auburn,3
Drake Thomas,LB,29,2/25/2000,71,228,N.C. State,3
Ernest Jones,LB,29,11/22/1999,74,230,South Carolina,5
Jamie Sheriff,LB,29,8/18/2000,73,254,South Alabama; Mississippi Gulf Coast CC,1
Jared Ivey,LB,29,12/5/2001,78,274,Mississippi; Georgia Tech,0
Patrick O'Connell,LB,29,12/31/1998,73,231,Montana,2
Pooh Paul Jr.,LB,29,11/4/2002,73,235,Mississippi,0
Seth Coleman,LB,29,12/7/2000,77,250,Illinois,0
Tyrice Knight,LB,29,12/20/1999,72,233,Texas-El Paso; Independence Comm. College,2
Uchenna Nwosu,LB,29,12/28/1996,74,265,USC,8
Wesley Steiner,LB,29,,,,,
Chris Stoll,LS,29,8/3/1998,74,255,Penn State,3
Abraham Lucas,OL,29,10/15/1998,78,322,Washington State,4
Amari Kight,OL,29,12/21/2000,79,318,UCF; Alabama,0
Anthony Bradford,OL,29,4/28/2001,76,335,LSU,3
Bryce Cabeldue,OL,29,9/4/2001,76,306,Kansas,0
Charles Cross,OL,29,11/25/2000,77,317,Mississippi State,4
Christian Haynes,OL,29,4/13/2000,75,318,Connecticut,2
Federico Maranges,OL,29,10/5/2001,75,302,Florida Atlantic,0
Grey Zabel,OL,29,3/30/2002,78,316,North Dakota State,0
Jalen Sundell,OL,29,10/18/1999,77,300,North Dakota State,2
Josh Jones,OL,29,6/22/1997,79,339,Houston,6
Mason Richman,OL,29,5/7/2002,77,307,Iowa,0
Olu Oluwatimi,OL,29,8/5/1999,75,309,Michigan; Virginia,3
Michael Dickson,P,29,1/4/1996,74,208,Texas,8
Drew Lock,QB,29,11/10/1996,76,228,Missouri,7
Jalen Milroe,QB,29,12/13/2002,74,216,Alabama,0
Sam Darnold,QB,29,6/5/1997,75,225,USC,8
Brady Russell,RB,29,8/31/1998,75,250,Colorado,3
George Holani,RB,29,12/16/1999,70,210,Boise State,2
Jacardia Wright,RB,29,9/26/2000,72,218,Missouri State; Kansas State,0
Kenneth Walker III,RB,29,10/20/2000,69,211,Michigan State; Wake Forest,4
Kenny McIntosh,RB,29,3/3/2000,72,211,Georgia,3
Robbie Ouzts,RB,29,9/6/2002,75,274,Alabama,0
Zach Charbonnet,RB,29,1/8/2001,73,214,UCLA; Michigan,3
AJ Barner,TE,29,5/3/2002,78,251,Michigan; Indiana,2
Brady Russell,TE,29,8/31/1998,75,250,Colorado,3
Elijah Arroyo,TE,29,4/5/2003,77,254,Miami,0
Eric Saubert,TE,29,5/9/1994,77,253,Drake,8
Nick Kallerup,TE,29,3/27/2001,77,266,Minnesota,0
Cody White,WR,29,11/28/1998,75,227,Michigan State,4
Cooper Kupp,WR,29,6/15/1993,74,205,Eastern Washington,9
Courtney Jackson,WR,29,3/13/2001,71,189,Arkansas State,0
Dareke Young,WR,29,6/4/1999,74,224,Lenoir Rhyne,4
Jake Bobo,WR,29,8/4/1998,76,207,UCLA; Duke,3
Jaxon Smith-Njigba,WR,29,2/14/2002,72,197,Ohio State,3
Montorie Foster Jr,WR,29,8/3/2001,72,185,Michigan State,0
Ricky White III,WR,29,2/6/2002,73,181,UNLV; Michigan State,0
Tory Horton,WR,29,11/29/2002,74,196,Colorado State; Nevada,0
Tyrone Broden,WR,29,2/26/2001,77,194,Arkansas; Bowling Green,0
Damarion Williams,DB,29,7/15/1998,70,183,Houston,3
Jerrick Reed II,DB,29,8/7/2000,69,196,New Mexico; Northwest Mississippi CC,3
Quandre Diggs,DB,29,1/22/1993,69,198,Texas,11
Chase Lucas,DB,28,3/4/1997,71,184,Arizona State,3
Darrell Luter Jr.,DB,28,4/24/2000,72,190,South Alabama,3
Deommodore Lenoir,DB,28,10/6/1999,70,200,Oregon,5
Derrick Canteen,DB,28,4/2/2001,70,193,Cincinnati; Virginia Tech,0
Eli Apple,DB,28,8/9/1995,73,203,Ohio State,10
Jakob Robinson,DB,28,10/4/2000,70,181,BYU; Utah State,0
Jason Pinnock,DB,28,6/30/1999,72,200,Pittsburgh,5
Ji'Ayir Brown,DB,28,1/25/2000,71,202,Penn State; Lackawanna JC,3
Malik Mustapha,DB,28,6/25/2002,70,206,Wake Forest,2
Marques Sigle,DB,28,7/18/2002,71,199,Kansas State; North Dakota State,0
Renardo Green,DB,28,11/9/2000,72,186,Florida State,2
Siran Neal,DB,28,8/4/1994,72,206,Jacksonville State,8
Tre Tomlinson,DB,28,1/10/2001,69,177,TCU,3
Upton Stout,DB,28,1/9/2002,69,182,Western Kentucky; North Texas,0
Alfred Collins,DL,28,10/8/2001,77,332,Texas,0
Bruce Hector,DL,28,10/7/1994,74,296,University of South Florida,4
Bryce Huff,DL,28,4/17/1998,75,255,Memphis,6
CJ West,DL,28,6/12/2002,73,316,Indiana; Kent State,0
Evan Anderson,DL,28,2/14/2002,75,326,Florida Atlantic,2
Jaylon Allen,DL,28,,,,,
Jordan Elliott,DL,28,11/23/1997,76,302,Missouri; Texas,6
Kalia Davis,DL,28,10/2/1998,74,310,UCF,4
Kevin Givens,DL,28,3/1/1997,73,285,Penn State,6
Mykel Williams,DL,28,6/29/2004,77,267,Georgia,0
Nick Bosa,DL,28,10/23/1997,76,266,Ohio State,7
Robert Beal Jr.,DL,28,8/18/1999,76,250,Georgia,3
Sam Okuayinonu,DL,28,5/1/1998,73,269,Maryland,3
Sebastian Valdez,DL,28,8/1/2002,75,301,Washington; Montana State,0
Shakel Brown,DL,28,12/4/1998,75,295,Troy; Itawamba JC,2
Will Bradley-King,DL,28,12/22/1997,76,265,Baylor,1
Yetur Gross-Matos,DL,28,2/26/1998,77,265,Penn State,6
Eddy Pineiro,K,28,9/13/1995,71,190,Florida,8
Bryce Huff,LB,28,4/17/1998,75,255,Memphis,6
Curtis Robinson,LB,28,6/2/1998,75,235,Stanford,4
Dee Winters,LB,28,10/17/2000,71,227,TCU,3
Eric Kendricks,LB,28,2/29/1992,72,232,UCLA,11
Fred Warner,LB,28,11/19/1996,75,230,BYU,8
Jalen Graham,LB,28,1/11/2001,75,220,Purdue,3
Luke Gifford,LB,28,8/28/1995,75,242,Nebraska,7
Milo Eifler,LB,28,2/13/1998,73,228,Illinois,2
Nick Martin,LB,28,10/13/2002,71,221,Oklahoma State,0
Stone Blanton,LB,28,9/12/2002,74,230,Mississippi State; South Carolina,0
Tarron Jackson,LB,28,6/22/1998,74,254,Coastal Carolina,3
Tatum Bethune,LB,28,2/19/2001,72,230,Florida State; UCF,2
Yetur Gross-Matos,LB,28,2/26/1998,77,265,Penn State,6
Jon Weeks,LS,28,2/17/1986,70,242,Baylor,16
Andre Dillard,OL,28,10/3/1995,77,315,Washington State,6
Austen Pleasants,OL,28,8/22/1997,79,330,Ohio,1
Ben Bartch,OL,28,7/22/1998,78,315,St. John's (MN),6
Colton McKivitz,OL,28,8/9/1996,78,301,West Virginia,6
Connor Colby,OL,28,1/16/2003,77,309,Iowa,0
Dominick Puni,OL,28,2/24/2000,77,313,Kansas; Central Missouri,2
Drake Nugent,OL,28,2/9/2001,73,300,Michigan; Stanford,1
Isaac Alarcon,OL,28,7/27/1998,79,320,,1
Isaiah Prince,OL,28,7/29/1997,79,305,Ohio State,5
Jake Brendel,OL,28,9/10/1992,76,299,UCLA,8
Matt Hennessy,OL,28,11/17/1997,75,315,Temple,6
Nick Zakelj,OL,28,6/22/1999,78,316,Fordham,4
Spencer Burford,OL,28,7/19/2000,76,300,Texas-San Antonio,4
Trent Williams,OL,28,7/19/1988,77,320,Oklahoma,16
Thomas Morstead,P,28,3/8/1986,76,225,SMU,17
Brock Purdy,QB,28,12/27/1999,73,220,Iowa State,4
Kurtis Rourke,QB,28,10/25/2000,76,221,Indiana,0
Mac Jones,QB,28,9/5/1998,75,220,Alabama,5
Tanner Mordecai,QB,28,11/8/1999,74,218,Wisconsin; SMU; Oklahoma,0
Brian Robinson,RB,28,3/22/1999,73,225,Alabama,2
Christian McCaffrey,RB,28,6/7/1996,71,210,Stanford,9
Isaac Guerendo,RB,28,6/28/2000,72,221,Louisville; Wisconsin,2
Jordan James,RB,28,3/29/2004,69,208,Oregon,0
Ke'Shawn Vaughn,RB,28,5/4/1997,70,214,Vanderbilt; Illinois,5
Kyle Juszczyk,RB,28,4/23/1991,74,235,Harvard,13
Patrick Taylor,RB,28,4/29/1998,73,217,Memphis,5
Brayden Willis,TE,28,11/11/1999,76,240,Oklahoma,3
George Kittle,TE,28,10/9/1993,76,250,Iowa,9
Jake Tonges,TE,28,7/8/1999,76,240,California,3
Luke Farrell,TE,28,10/14/1997,77,250,Ohio State,5
Brandon Aiyuk,WR,28,3/17/1998,72,200,Arizona State; Sierra JC,6
Demarcus Robinson,WR,28,9/21/1994,73,203,Florida,10
Jacob Cowing,WR,28,2/4/2001,69,170,Arizona; Texas-El Paso,2
Jauan Jennings,WR,28,7/10/1997,75,212,Tennessee,5
Jordan Watkins,WR,28,2/15/2002,71,196,Mississippi; Louisville,0
Junior Bergen,WR,28,10/23/2002,69,184,Montana,0
Malik Knowles,WR,28,8/17/2000,74,196,Kansas State,2
Malik Turner,WR,28,1/30/1996,74,202,Illinois,5
Ricky Pearsall,WR,28,9/9/2000,73,189,Florida; Arizona State,2
Russell Gage,WR,28,1/22/1996,72,184,LSU,7
Skyy Moore,WR,28,9/10/2000,70,195,Western Michigan,4
Terique Owens,WR,28,9/25/1999,75,200,Missouri State; Florida Atlantic,0
Trent Taylor,WR,28,4/30/1994,68,180,Louisiana Tech,7
Kyzir White,LB,28,3/24/1996,74,234,West Virginia; Lackawanna JC,8
Drew Moss,OL,28,5/21/2003,75,303,Colorado State; Lamar,0
Matt Gay,K,28,3/15/1994,72,232,Utah; Utah Valley,7
Robbie Chosen,WR,28,5/9/1993,75,185,Temple,9
Antoine Winfield Jr.,DB,30,8/16/1998,69,203,Minnesota,6
Benjamin Morrison,DB,30,3/11/2004,72,190,Notre Dame,0
Bryce Hall,DB,30,11/5/1997,73,202,Virginia,6
Christian Izien,DB,30,6/8/2000,70,200,Rutgers,3
JJ Roberts,DB,30,9/22/2001,72,195,Marshall,0
Jacob Parrish,DB,30,2/29/2004,70,198,Kansas State,0
Jamel Dean,DB,30,10/15/1996,73,206,Auburn; Ohio State,7
JayVian Farr,DB,30,,,,,
Josh Hayes,DB,30,4/24/1999,72,190,Kansas State; Virginia; North Dakota State,3
Kindle Vildor,DB,30,12/11/1997,71,189,Georgia Southern,6
Marcus Banks,DB,30,10/8/2000,72,190,Mississippi State; Alabama,1
Rashad Wisdom,DB,30,6/6/2001,69,210,Texas-San Antonio,1
Roman Parodie,DB,30,,,,,
Shilo Sanders,DB,30,,,,,
Tykee Smith,DB,30,2/18/2001,70,202,Georgia; West Virginia,2
Will Brooks,DB,30,,,,,
Zyon McCollum,DB,30,5/3/1999,74,199,Sam Houston State,4
Adam Gotsis,DL,30,9/23/1992,76,287,Georgia Tech,10
C.J. Brewer,DL,30,11/22/1997,74,290,Coastal Carolina,2
Calijah Kancey,DL,30,3/1/2001,72,280,Pittsburgh,3
Desmond Watson,DL,30,1/5/2003,78,449,Florida,0
Dvon J-Thomas,DL,30,,,,,
Elijah Roberts,DL,30,12/24/2001,76,295,SMU; Miami,0
Eric Banks,DL,30,1/30/1998,77,274,Texas-San Antonio,2
Greg Gaines,DL,30,5/6/1996,73,312,Washington,7
Jason Pierre-Paul,DL,30,1/1/1989,77,270,University of South Florida; Fort Scott CC; College of the Canyons,14
Jayson Jones,DL,30,10/29/2001,78,340,Auburn; Oregon,0
Logan Hall,DL,30,4/22/2000,78,283,Houston,4
Mike Greene,DL,30,5/3/1999,75,293,James Madison,2
Nash Hutmacher,DL,30,5/15/2001,76,310,Nebraska,0
Vita Vea,DL,30,2/5/1995,76,347,Washington,8
Warren Peeples,DL,30,,,,,
Chase McLaughlin,K,30,4/9/1996,72,190,Illinois,7
Anthony Nelson,LB,30,3/4/1997,79,271,Iowa,7
Antonio Grier,LB,30,1/18/2000,73,230,Arkansas; University of South Florida,0
Chris Braswell,LB,30,10/25/2001,75,255,Alabama,2
